            RecipeId,Name,AuthorId,AuthorName,CookTime,PrepTime,TotalTime,DatePublished,Description,RecipeCategory,RecipeIngredientParts,AggregatedRating,ReviewCount,Calories,FatContent,SaturatedFatContent,CholesterolContent,SodiumContent,CarbohydrateContent,FiberContent,SugarContent,ProteinContent,RecipeServings,RecipeYield
1203,Old Fashioned Plum Cake,2607,CarbFiend,PT1H,PT20M,PT1H20M,2005-06-27T16:58:00Z,This is from a cookbook I picked up at a garage sale this weekend: McCall's Cooking School. This looks pretty interesting... as soon as it cools off and I feel like turning the oven on again I will try it!,Dessert,"c(""unsifted flour"", ""baking powder"", ""baking soda"", ""salt"", ""butter"", ""margarine"", ""sugar"", ""eggs"", ""vanilla extract"", ""sour cream"", ""sugar"", ""flour"", ""butter"", ""margarine"", ""ground cinnamon"", ""Italian plums"", ""purple plums"", ""plum jam"", ""red currant jelly"")",,,384.1,15.9,9.3,98.5,262.9,55.9,1.7,33.1,5.7,10.0,
1204,Crispy French Toast,1019,grandma2969,PT10M,PT10M,PT20M,2005-06-29T09:12:00Z,Make and share this Crispy French Toast recipe from Food.com.,Breakfast,"c(""eggs"", ""milk"", ""cinnamon"", ""vanilla extract"", ""salt"", ""maple syrup"")",,1.0,183.2,3.8,1.2,86.3,379.8,29.3,1.6,0.9,7.3,10.0,
1205,Pumpkin Bread II,278,BeccaB3c,PT1H,PT10M,PT1H10M,2005-06-29T16:29:00Z,"Pureed squash can be substituted for the pumpkin. From &quot;Cooking a la Heart&quot;- Delicious Heart Healthy Recipes from the Mankato Heart Health Program, 1988.",Quick Breads,"c(""pumpkin puree"", ""pumpkin puree"", ""sugar"", ""water"", ""eggs"", ""whole wheat flour"", ""all-purpose flour"", ""baking soda"", ""nutmeg"", ""ginger"", ""cinnamon"")",,,133.7,5.9,1.0,10.6,99.2,19.1,1.3,10.5,1.9,40.0,2 9x5
1206,Chickpea and Onion Sandwich,2827,pumpkinspice,,PT5M,PT5M,2005-06-29T18:07:00Z,Make and share this Chickpea and Onion Sandwich recipe from Food.com.,Lunch/Snacks,"c(""chickpeas"", ""onion"", ""mustard"")",5.0,1.0,514.4,5.0,0.7,0.0,1107.6,99.7,15.5,6.8,19.1,1.0,
1207,Ham on Rye Deli-Style Sandwich,297,mysonshine,,PT5M,PT5M,2005-06-29T19:00:00Z,Make and share this Ham on Rye Deli-Style Sandwich recipe from Food.com.,Lunch/Snacks,"c(""smoked ham"", ""American cheese"", ""green leaf lettuce"", ""iceberg lettuce"", ""tomatoes"")",5.0,3.0,514.9,23.2,9.0,107.7,2989.3,34.6,3.7,2.5,41.3,1.0,1 sandwich
1208,Donna's Cole Slaw,639,dewslim,,PT1H,PT1H,2005-07-01T12:26:00Z,This is an vinegar based cole slaw. My cousins gave me this recipe. I love this stuff. She makes it for all get togethers. And I will always take home any leftovers.,Vegetable,"c(""cabbage"", ""onion"", ""carrot"", ""cucumber"", ""salt"", ""pepper"", ""vinegar"", ""sugar"")",5.0,2.0,208.2,7.4,1.0,0.0,25.9,35.5,3.4,31.3,1.8,15.0,
1209,Mother Nathalee's Pecan Pie,2513,Nancarino,PT1H15M,PT15M,PT1H30M,2005-07-05T23:00:00Z,This recipe came from one of my co-workers.  I eat it for breakfast!  And it's not &quot;wet&quot; like some of the other pecan pie recipes I've tried.,Pie,"c(""eggs"", ""sugar"", ""salt"", ""flour"", ""vanilla"", ""pecans"")",,,422.2,3.8,1.2,158.6,286.6,96.2,0.1,65.6,4.9,8.0,
1210,Cheese and Shrimp Pate,1277,LorenLou,,PT10M,PT10M,2005-07-06T16:30:00Z,Make and share this Cheese and Shrimp Pate recipe from Food.com.,Cheese,"c(""cream cheese"", ""shrimp"", ""lemon juice"", ""onions"", ""fresh parsley"", ""fresh parsley"")",,,653.3,54.1,33.6,387.1,731.1,7.4,0.7,1.5,35.6,,3 cups
1211,Chocolate Cognac Truffles,2840,Caty5503,PT4H,PT30M,PT4H30M,2005-07-07T18:02:00Z,Great treat for adults! I got this recipe from a book my aunt gave me called &quot;Mary Englebreit's Sweet Treats Dessert Cookbook&quot;. These truffles should be made several hours in advance so they have time to set.,Candy,"c(""heavy cream"", ""bittersweet chocolate"", ""cognac"")",,,432.4,45.3,28.2,163.0,47.2,8.5,3.2,0.3,4.3,,3 dozen truffles
1212,Savoury Ricotta Tart,2705,Wendys Kitchen,PT20M,PT15M,PT35M,2005-07-11T20:14:00Z,Make and share this Savoury Ricotta Tart recipe from Food.com.,Savory Pies,"c(""ricotta cheese"", ""parmesan cheese"", ""eggs"", ""chives"", ""cherry tomatoes"", ""olive oil"")",,,261.0,19.7,10.0,158.9,159.9,5.4,0.7,1.9,15.9,4.0,
1213,Jersey Sunday Dinner Gravy,803,Irish Rose,PT2H,PT30M,PT2H30M,2005-07-11T21:08:00Z,"We lived in New Jersey for 37 years and I have the pleasure of having several Jersey Italian friends that are all exceptional cooks. This is my favorite sauce recipe.
My Jersey Italian friends refer to spaghetti sauce cooked with meat as gravy.",< 4 Hours,"c(""olive oil"", ""onion"", ""carrot"", ""celery"", ""garlic"", ""crushed tomatoes"", ""dry red wine"", ""beef bouillon cube"", ""dried basil"", ""dried oregano"", ""salt"")",5.0,5.0,314.0,8.2,2.3,37.6,1140.5,36.5,8.8,2.9,19.5,,
1214,Grilled Citrus Ginger Chicken,1482,E.A.4957,PT10M,PT10M,PT20M,2005-07-11T21:14:00Z,Make and share this Grilled Citrus Ginger Chicken recipe from Food.com.,Chicken Breast,"c(""boneless skinless chicken breast halves"", ""soy sauce"", ""rice vinegar"", ""gingerroot"", ""garlic"")",,,155.7,1.6,0.4,68.4,1083.0,4.5,0.3,2.4,29.5,4.0,
1215,Swedish Rice Pudding With Two Fruit Sauces,1019,grandma2969,PT50M,PT20M,PT1H10M,2005-07-11T21:14:00Z,Make and share this Swedish Rice Pudding With Two Fruit Sauces recipe from Food.com.,Dessert,"c(""long grain rice"", ""milk"", ""eggs"", ""sugar"", ""vanilla extract"", ""butter"", ""salt"", ""ground cinnamon"", ""sugar"", ""cornstarch"", ""water"", ""sugar"", ""cornstarch"")",,,715.0,12.5,7.0,138.7,247.0,142.3,0.5,114.3,10.6,6.0,
1216,Amish Vinegar Pie,1019,grandma2969,PT35M,PT15M,PT50M,2005-07-12T11:34:00Z,"This pie is opaque, quivery and spicy and the taste of vinegar is not overly pronounced.  If you did not know it contained vinegar.  I don't think you would guess.  I love to serve this pie to guests and watch the look on their face when I mention the ingredients.",Pie,"c(""all-purpose flour"", ""brown sugar"", ""salt"", ""ground allspice"", ""mace"", ""cider vinegar"", ""warm water"", ""butter"", ""salt"", ""cider vinegar"", ""granulated sugar"", ""cornstarch"")",,,466.6,20.0,8.2,125.2,404.0,67.2,1.3,48.1,5.6,,
1217,Pineapple  (Or Other  Fruit ) Cream Cheese Special,100,Jen T,PT1H,PT10M,PT1H10M,2005-07-14T14:19:00Z,"A very easy dessert.  Pineapple pieces can be folded into the thickening mixture before being put into individual dishes if desired.
This also works well with other flavoured jellies &amp; fruit to compliment jelly.",Gelatin,"c(""boiling water"", ""cream cheese"", ""sugar"", ""lemon juice"")",5.0,1.0,403.5,21.8,13.7,68.8,286.1,48.5,0.1,44.1,6.5,,
1218,Oatmeal Cranberry White Chocolate Chunk Cookies,150,Charlotte J,PT12M,PT15M,PT27M,2005-07-15T10:14:00Z,"This was my son's first year in 4-H.  I talked him into making this cookie.  Every kid brings chocolate chip cookies to the fair.  Anyway, he received a Blue Ribbon and the judge committed to him that this was a unique cookie not your everyday chocolate chip.  Recipe source was Ocean Spray",Drop Cookies,"c(""butter"", ""margarine"", ""brown sugar"", ""eggs"", ""old fashioned oats"", ""flour"", ""baking soda"", ""salt"", ""dried sweetened cranberries"", ""white chocolate"")",5.0,14.0,135.5,6.0,3.5,24.0,126.8,19.2,0.9,10.7,1.9,30.0,
1219,Thai Noodle Salad,2263,Lene8655,PT3M,PT10M,PT13M,2005-07-15T13:37:00Z,Rice noodles cook in a couple of minutes.  They are very light light and easy to cook and easy to eat and soak up lots of flavour.,Low Protein,"c(""limes"", ""garlic cloves"", ""green onions"", ""red chilies"", ""fish sauce"", ""fresh coriander"")",,,163.2,4.1,0.7,0.0,753.3,30.1,1.9,2.0,2.3,6.0,
1220,Choco-Peanut Butter Cookies,278,BeccaB3c,PT25M,PT10M,PT35M,2005-07-15T15:16:00Z,Just can't get enough of that peanut butter! Preparation time does not include 1 hour chilling time.,Dessert,"c(""brown sugar"", ""chunky peanut butter"", ""margarine"", ""butter flavor shortening"", ""water"", ""egg"", ""vanilla"", ""oatmeal"", ""flour"", ""baking soda"", ""vegetable shortening"", ""peanuts"")",,,244.6,13.8,3.8,7.0,121.7,28.0,2.0,16.1,4.7,30.0,5 dozen
1221,Bread Machine Pizza Crust and Dairy Free Toppings,2833,TheCookinMom,PT15M,PT1H45M,PT2H,2005-07-15T15:18:00Z,"This makes an awesome vegan pizza! The kids love it. I found this dough recipe online (Mitch Mandell with fabulousfoods.com) and it is so delicious and easy to prepare. We experimented with different cheese alternatives and the rice cheese has the best flavor and best melting properties. Prep time is minimal (includes placing items in bread machine and later assembling the pizzas). Prep time listed includes the bread machine time. Place the ingredients in the bread machine, go away for an hour and a half, and come back and make homemade pizza. What a treat! I altered the recipe to use less yeast (1 packet or approx 2 1/2 tsp rather than the suggested 2 Tablespoons in the original recipe). Be sure to use the dough right after it comes out of the machine for the best elasticity! Cooking time is approximate. Everyone can enjoy this, even folks who aren't on a dairy free diet. The taste is great!",Lactose Free,"c(""warm water"", ""honey"", ""olive oil"", ""flour"", ""salt"", ""cornmeal"", ""olive oil"", ""cheese"")",,1.0,1491.0,57.3,21.6,72.7,1690.6,195.7,7.3,17.8,47.0,,2 pizzas
1222,Dill Pickle Salad,2874,laursy,,PT10M,PT10M,2005-07-15T15:32:00Z,Make and share this Dill Pickle Salad recipe from Food.com.,Greens,"c(""lettuce"", ""red apple"", ""celery"", ""dill pickles"", ""Miracle Whip"")",3.0,1.0,86.5,4.8,0.4,0.0,607.8,9.5,3.4,5.2,3.5,,
1223,Lemon Butter Crumb Cookies,1019,grandma2969,PT21M,PT15M,PT36M,2005-07-18T15:18:00Z,Make and share this Lemon Butter Crumb Cookies recipe from Food.com.,Dessert,"c(""unsalted butter"", ""granulated sugar"", ""salt"", ""lemon zest"", ""vanilla extract"", ""unbleached all-purpose flour"", ""powdered sugar"")",,,210.7,10.4,6.5,27.1,18.0,27.1,0.6,11.2,2.3,,18 cookies
1224,Ww Strawberry Omelet - Omelette Aux Fraises,1603,mariposa13,PT5M,PT10M,PT15M,2005-07-19T16:02:00Z,From Weight Watchers International Cookbook. This cookbook does not list the nutritional information so you will need to guesstimate it yourself!,Breakfast,"c(""strawberry"", ""vanilla extract"", ""eggs"", ""salt"")",5.0,3.0,79.2,4.5,1.4,186.1,139.6,3.2,0.7,2.1,5.8,2.0,
1225,Pineapple Brisket,2618,Oolala,PT3H,PT5M,PT3H5M,2005-07-21T11:14:00Z,Make and share this Pineapple Brisket recipe from Food.com.,Meat,"c(""beef brisket"", ""brown sugar"", ""crushed pineapple"", ""paprika"", ""chili pepper"")",,,1894.0,150.6,60.6,413.9,374.2,32.2,0.6,31.1,96.3,8.0,
1226,Double Lemon Bars,2834,Redsie,PT32M,PT20M,PT52M,2005-07-22T12:54:00Z,Make and share this Double Lemon Bars recipe from Food.com.,Bar Cookie,"c(""butter"", ""sugar"", ""all-purpose flour"", ""sugar"", ""all-purpose flour"", ""baking powder"", ""salt"", ""lemon juice"", ""lemon peel"", ""eggs"", ""powdered sugar"")",4.5,3.0,83.0,2.9,1.7,23.4,42.0,13.4,0.2,8.7,1.1,25.0,
1227,Bookbinder's Philadelphia Snapper Soup,2248,CHRISSYG,PT4H,PT1H,PT5H,2005-07-22T13:13:00Z,"Pilfered this recipe from recipe gold mine.  Can't wait to try it (well, the politically correct version at least.  I doubt I could get my hands on some turtle meat anyway!)Here's their description &quot;This is a traditional dish served at the famous Bookbinder's Restaurant in Philadelphia. It should be made with turtle meat, but you can substitute lean stewing beef. It will taste the same.&quot;  P.S.  I've had this at this restaurant many times in the restaurant's previous life (closed and re-opened again recently) and this is one of my two fav's from this restaurant.  The recipe didn't say how many it served, so I guessed!",,"c(""stewing beef"", ""butter"", ""celery"", ""onion"", ""carrot"", ""flour"", ""paprika"", ""tomato puree"", ""garlic clove"", ""allspice"", ""salt"", ""pepper"", ""cornstarch"", ""water"", ""Worcestershire sauce"", ""parsley"", ""cream sherry"")",4.0,2.0,169.4,6.5,3.9,43.6,636.0,11.3,0.9,2.2,13.7,,
1228,Oven-Roasted Country-Style Ribs,56,Lindas Kitchen,PT2H,PT30M,PT2H30M,2005-07-25T10:49:00Z,Make and share this Oven-Roasted Country-Style Ribs recipe from Food.com.,Meat,"c(""country-style pork ribs"", ""sugar"", ""catsup"", ""cider vinegar"", ""water"", ""salt"", ""Worcestershire sauce"", ""red pepper flakes"")",4.5,9.0,949.3,63.8,22.1,234.7,1120.9,32.8,0.1,31.9,58.3,,
1229,Spicy Zucchini Soup,278,BeccaB3c,PT20M,PT5M,PT25M,2005-07-25T12:41:00Z,"Mild red chili powder and pan-browned garlic give flavor to this simple vegetable soup. Quick to make, it's ideal for a light lunch! For a variation, instead of rice use rice-shaped pasta, such as orzo or semone de melone, or very thin pasta known as fideo. Or, use yellow summer squash instead of zucchini and add cooked pinto beans in place of the rice. Diced tomatoes also make a tasty addition!",Lunch/Snacks,"c(""garlic cloves"", ""red chili powder"", ""ground cumin"", ""vegetable broth"", ""beef broth"", ""zucchini"", ""long-grain rice"", ""fresh oregano"", ""lime wedge"")",5.0,1.0,188.8,9.6,1.6,0.0,1238.4,15.9,1.9,3.0,10.1,4.0,
1230,Teppanyaki,278,BeccaB3c,PT10M,PT5M,PT15M,2005-07-25T20:07:00Z,"This simple, Japanese style of cooking is idea for thinly sliced breast of chicken. You can use thin turkey scallops, if you prefer. Just a note: Mirin is a rich, sweet rice wine from Japan- You can buy it in Asian supermarkets, but if it is not availble, add 1 tablespoon soft, light brown sugar to the sauce instead. Also, double the recipe for the dip if you need to.",One Dish Meal,"c(""boneless skinless chicken breasts"", ""red bell pepper"", ""green bell pepper"", ""scallions"", ""bean sprouts"", ""soy sauce"", ""mirin"")",,,205.1,5.1,0.9,68.4,1179.8,7.9,2.1,3.9,30.8,4.0,
1231,Scandinavian Brown Cabbage Soup,2398,Somogirl,PT1H,PT15M,PT1H15M,2005-07-25T21:10:00Z,"This is a simple yet wonderful recipe. It's from House &amp; Garden Magazine 1964.  I make it often in the winter.  Looking at the ingredients you'd never guess how delicious it is. Everyone I serve this to loves it! By the way, I'm vegetarian so I use canned vegetable broth instead.",Vegetable,"c(""butter"", ""sugar"", ""head white cabbage"", ""vegetable broth"", ""salt"", ""pepper"", ""allspice"")",4.0,1.0,229.7,12.9,7.9,31.7,2757.1,26.6,7.2,19.5,6.5,,
1232,Smokey Grilled Corn on the Cob With Cajun Butter,1241,Kittencalrecipezazz,PT30M,PT1H,PT1H30M,2005-07-27T15:43:00Z,"I make this corn with the Cajun butter very often in the summer season, after you try this recipe, you will always be making this corn on the grill! Low temperature heat on the BBQ for about 30 minutes on indirect heat produces the best tender corn, the Cajun butter makes this corn so good! Don't forget, soak the corn for 1 hour, with the husks on, and only heat up one side of the barbecue for this. Double up on the Cajun butter if you are making more than 8 corn.",Corn,"c(""butter"", ""cayenne pepper"", ""salt"", ""hot red pepper flakes"", ""dried thyme"", ""dried basil"", ""dried oregano"", ""fresh garlic"", ""Worcestershire sauce"")",4.0,2.0,600.7,53.8,33.5,139.4,927.1,32.5,4.2,5.5,5.0,,
1233,Mee Goreng,2824,melting pot,PT15M,PT12M,PT27M,2005-07-29T10:56:00Z,"Reminds me most pleasantly of SE Asia, with the most intoxicating smell...
Note: It's a stir-fry, so you can add anything you want e.g 1 potato, some shrimp, chicken or other meat, other vegetables etc.",One Dish Meal,"c(""fried tofu"", ""curry powder"", ""onion"", ""tomatoes"", ""hot chili sauce"", ""ketchup"", ""light soy sauce"", ""eggs"", ""spring onion"", ""green chili"", ""cucumbers"")",4.5,4.0,751.1,24.9,4.6,198.0,710.4,107.0,7.2,11.9,28.0,,
1234,Chicken Salad Heaven,98,Sandi From CA,PT10M,PT15M,PT25M,2005-07-29T12:45:00Z,"Cashews, saffron and raisins surprise the palate in this salad. NOTE: I adjusted the mayonnaise amount in half per the kind reviewer below. Recipe originally called for 3 cups, but I agree that seemed excessive.",Chicken Breast,"c(""boneless chicken breasts"", ""celery"", ""red onion"", ""raisins"", ""cashews"", ""saffron thread"", ""olive oil"", ""pasta"", ""red bell peppers"", ""green bell pepper"", ""fresh thyme"", ""mint"", ""Hellmann's mayonnaise"", ""chives"", ""green onion"")",5.0,1.0,1723.8,92.7,19.5,242.6,1321.4,138.1,7.4,49.5,92.1,,
1235,Karl's Chargrilled Vegetable Salad,2602,LilKiwiChicken,PT20M,PT30M,PT50M,2005-08-01T16:23:00Z,"This is named in honour of my boyfriend, who last night really wanted dinner but seemed disappointed with salad.  We weren't really hungry, so I came up with this salad platter which we shared.  Any green lettuce that you have on hand can be used, and rocket/argula tastes nice as well.  You could also arrange this on small plates and serve as a first course.

The veges &amp; lentils can be prepared ahead of time &amp; refrigerated.  The salad can then be built just before serving.",Ham,"c(""coarse grain mustard"", ""olive oil"", ""yellow capsicum"", ""zucchini"", ""lentils"", ""cherry tomatoes"", ""egg"", ""serrano ham"", ""black olives"", ""lettuce leaves"")",,,442.2,27.7,12.6,132.5,531.8,30.2,8.6,12.0,22.7,2.0,
1236,Summer Fruit Basket,2222,shawnajean,PT5M,PT10M,PT15M,2005-08-01T16:46:00Z,Here's a low calorie dessert that's sure to please the entire family.  Made with luscious fruit it's an excellent source of vitamin C and it's cholesterol free too!,Gelatin,"c(""boiling water"", ""sugar-free strawberry gelatin"", ""diet ginger ale"", ""water"", ""strawberry"", ""green grape"", ""cantaloupe"")",,,19.0,0.1,0.0,0.0,11.2,5.0,0.5,3.7,0.4,12.0,1/8 of recipe
1237,Low Calorie Apple-Cinnamon Pancakes,2688,controlledfreak,PT5M,PT10M,PT15M,2005-08-01T17:20:00Z,Make and share this Low Calorie Apple-Cinnamon Pancakes recipe from Food.com.,Breakfast,"c(""all-purpose flour"", ""brown sugar"", ""baking powder"", ""cinnamon"", ""salt"", ""skim milk"", ""unsweetened applesauce"")",5.0,21.0,102.8,0.3,0.1,0.4,231.4,22.1,1.0,4.1,3.0,3.0,6 pancakes
1238,Crispy Noodle and Prawn Salad,2705,Wendys Kitchen,PT5M,PT2M,PT7M,2005-08-01T21:25:00Z,Make and share this Crispy Noodle and Prawn Salad recipe from Food.com.,Healthy,"c(""mung bean sprouts"", ""light soy sauce"", ""limes, juice of"", ""lime wedge"")",,,368.8,5.3,1.3,288.0,1395.8,36.1,2.7,2.9,43.4,4.0,
1239,Chickpea Tuna Salad,1596,smyleeg,,PT10M,PT10M,2005-08-02T11:14:00Z,"My boyfriend and I came up with this while trying to figure out a good recipe for this contest. A perfect summer snack, light lunch or guest appetizer. You may want to cut up the tomato, onion and bell pepper into chunks to make blending easy but it is not necessary. A teaspoon of lemon juice and tabasco sauce can be added for zing. Prep time varys depending on whether you are cutting up the veggies or not. My family enjoyed this very much with lettuce and stuffed in a tortilla. Very easy to make and very good! :)",Spreads,"c(""tuna"", ""chickpeas"", ""feta cheese"", ""onion"", ""bell pepper"", ""tomatoes"", ""cherry tomatoes"", ""plain yogurt"", ""parmesan cheese"", ""garlic clove"")",4.0,6.0,123.7,4.9,2.4,26.6,190.2,6.5,1.2,1.8,13.1,4.0,
1240,Stuffed Bell Peppers W/O Rice!,1001,Bella Donna,PT25M,PT10M,PT35M,2005-08-02T16:50:00Z,"Here's a great variation of the Family Favorite without rice. WW points = 8 points per pepper. Grab a spaghetti squash, nuke it and eat the pepper on top of half of the squash. Delicious! (point value would be less if you used ground turkey)",Microwave,"c(""ground beef"", ""green peppers"", ""water"")",,,434.0,20.1,7.4,77.1,1092.1,38.3,4.3,15.0,26.2,4.0,
1241,Fresh Tomato Salad Dressing,1673,Babs7,PT1H,PT15M,PT1H15M,2005-08-02T16:56:00Z,"This recipe came from a vendor at a Farmers Market in San Luis Obispo, CA.  Easy to make and it tastes great on salads.",Vegetable,"c(""tomatoes"", ""tomato juice"", ""garlic clove"", ""scallions"", ""parsley"", ""fresh basil"", ""lemon juice"", ""red wine vinegar"", ""sugar"", ""olive oil"")",,,178.0,18.2,2.5,0.0,41.9,4.2,1.1,2.5,0.9,6.0,1 1/2 cups
1242,Buffalo Chicken Lasagna,953,katie in the UP,PT1H5M,PT30M,PT1H35M,2005-08-03T17:10:00Z,"I got this recipe from Master Cook.  We like Buffalo chicken, I do make it a little spicier by adding Cayenne to the sauce.",One Dish Meal,"c(""boneless skinless chicken breast"", ""water"", ""vinegar"", ""garlic cloves"", ""part-skim ricotta cheese"", ""egg substitute"", ""blue cheese"")",,,234.6,9.8,4.7,48.0,805.8,14.2,0.4,9.2,21.3,10.0,
1243,Cranberry Raspberry Freeze,2914,MUNCHIES 456,,PT15M,PT15M,2005-08-03T17:19:00Z,Make and share this Cranberry Raspberry Freeze recipe from Food.com.,Punch Beverage,"c(""fresh raspberries"", ""boiling water"", ""cranberry juice"", ""vodka"")",,,93.9,0.4,0.0,0.0,9.1,23.0,3.2,17.3,0.6,,
1244,Almost Whole Wheat Apple Crisp Muffins,2043,Simply Chris,PT20M,PT20M,PT40M,2005-08-03T17:58:00Z,"Yummy apple muffins I usually make for breakfast but are also a great snack.  This recipe is modified from one found in the Mendocino Mornings cookbook from the Joshua Grindle Inn in Mendocino, Ca.  You can use any type of apple, or even pears.  And of course, you can use sugar instead of the sugar substitute I use.",Quick Breads,"c(""apples"", ""allspice"", ""cinnamon"", ""whole wheat pastry flour"", ""all-purpose flour"", ""oatmeal"", ""sugar substitute"", ""brown Sugar Twin"", ""baking powder"", ""cinnamon"", ""allspice"", ""baking soda"", ""salt"", ""egg substitute"", ""nonfat milk"", ""canola oil"")",,,228.8,5.9,0.6,0.8,289.4,37.7,3.2,11.1,7.2,,
1245,Peanut Butter Dandy Cake (Chocolate Cake),1666,littleturtle,PT35M,PT15M,PT50M,2005-08-04T14:41:00Z,Make and share this Peanut Butter Dandy Cake (Chocolate Cake) recipe from Food.com.,Dessert,"c(""flour"", ""sugar"", ""baking soda"", ""salt"", ""butter"", ""water"", ""cocoa powder"", ""eggs"", ""sour cream"", ""vanilla"", ""creamy peanut butter"", ""shortening"")",5.0,2.0,462.6,35.4,13.6,47.3,222.3,36.2,2.0,25.5,4.9,24.0,
1246,Made from Scratch Pancake Syrup,436,Sharon123,PT15M,PT10M,PT25M,2005-08-04T21:46:00Z,"Make your own pancake syrup right at home! You probably have all the ingredient on hand! This would make a nice gift, with some pancake mix, a spatula, and maybe a frying pan in a basket. Adapted from Meal Master.",Low Protein,"c(""water"", ""granulated sugar"", ""brown sugar"", ""corn syrup"", ""lemon juice"", ""vanilla"")",5.0,4.0,1643.8,0.0,0.0,0.0,79.9,423.2,0.0,376.6,0.0,,3 1/2 pints
1247,Potato Casserole,841,southern_gal12000,PT1H,PT30M,PT1H30M,2005-08-08T20:30:00Z,"Taken from Tasteful Traditions Cookbook by Women for Abilene Christian University. These are &quot;Linda's Potatoes&quot; and they are  delicious with steak and prime rib. I have made this dish dozens of times and it always comes out perfect. This dish is great for holidays and dinner parties because they are very rich tasting and even picky kids love them. This can be made ahead of time, chilled and then cooked before serving.",Potato,"c(""potatoes"", ""butter"", ""margarine"", ""onion"", ""milk"", ""sour cream"", ""cheddar cheese"", ""bacon"")",5.0,5.0,623.7,33.2,20.4,92.0,350.1,68.0,8.3,5.7,16.2,,
1248,Butter Nut Dreams,1241,Kittencalrecipezazz,PT12M,PT3H,PT3H12M,2005-08-08T22:09:00Z,"Since these cookies are a favorite at my house, I always prepare a double recipe and freeze some of the dough to bake later. This recipe may be cut in half if desired, and the chocolate chips are optional. I do suggest if you are preparing the full recipe (as stated below) to make on a heavy duty stand mixer as there quite a bit of dough. These cookies are not a soft-like texture and become more crispier with a longer baking time. If desired use 3 teaspoons of lemon or orange extract in place of the vanilla. Plan ahead, the dough needs to chill for a minimum of 3 hours or overnight is even better.",Dessert,"c(""butter"", ""sugar"", ""confectioners' sugar"", ""eggs"", ""vanilla"", ""flour"", ""baking soda"", ""cream of tartar"", ""pecans"", ""sugar"")",,,1227.2,76.1,22.8,130.2,389.4,124.9,4.1,53.6,15.1,,7 dozen (approx)
1249,Tuscan White Bean Dip,446,ratherbeswimmin,,PT30M,PT30M,2005-08-09T17:57:00Z,Make and share this Tuscan White Bean Dip recipe from Food.com.,Beans,"c(""cannellini beans"", ""red wine vinegar"", ""extra virgin olive oil"", ""fresh ground black pepper"", ""fresh Italian parsley"")",,,198.8,5.3,0.8,1.5,507.8,29.2,6.1,0.9,9.8,6.0,
1250,Easy Enchilada Sauce,1479,MissHeather,PT15M,PT5M,PT20M,2005-08-09T18:29:00Z,Make and share this Easy Enchilada Sauce recipe from Food.com.,Sauces,"c(""margarine"", ""flour"", ""chili powder"", ""garlic powder"", ""tomato sauce"", ""water"")",4.5,6.0,127.7,9.3,1.6,0.0,438.4,10.9,2.3,2.7,1.9,,
1251,Italian Spaghetti Sauce,1479,MissHeather,PT1H,PT10M,PT1H10M,2005-08-09T18:35:00Z,Make and share this Italian Spaghetti Sauce recipe from Food.com.,Pork,"c(""Italian sausage"", ""onion"", ""garlic cloves"", ""diced tomatoes"", ""tomato paste"", ""tomato sauce"", ""dried basil"", ""dried oregano"", ""red pepper flakes"")",,,340.8,21.2,7.3,43.1,1626.6,22.2,4.2,11.5,17.5,6.0,
1252,Mustard and Brandy Steaks,100,Jen T,PT10M,PT1M,PT11M,2005-08-10T22:41:00Z,Make and share this Mustard and Brandy Steaks recipe from Food.com.,Meat,"c(""brandy"", ""water"", ""plain low-fat yogurt"", ""fresh ground black pepper"")",5.0,1.0,32.6,0.3,0.2,0.9,53.4,1.4,0.1,1.2,0.9,4.0,
1253,Catfish With Pecan Brown Butter,2182,NcMysteryShopper,PT13M,PT8M,PT21M,2005-08-11T18:08:00Z,"Catfish fillets are sauced with a lemony pecan brown butter and served with grits and greens for a wonderfully satisfying &amp; quick down-home Southern meal. Quick, Soft, Sexy Grits #133161 are a perfect accompaniment to this catfish. Use a mix of greens for the vegetable dish, selecting your favorites such as kale, collards, escarole, mustard, Swiss Chard and beet greens; kale and collards will take slightly longer to cook. Simply pile greens in to a sauce pan with butter and small amount of water, cover and cook over high until wilted and tender, 2 - 3 minutes. Drain and keep warm.

Point up the lemony and nutty flavors in this catfish dish by serving a full-bodied but bright Pinot Gris.",Lunch/Snacks,"c(""unsalted butter"", ""catfish fillets"", ""salt"", ""fresh ground pepper"", ""cayenne pepper"", ""all-purpose flour"", ""pecans"", ""lemon, zest of"", ""fresh lemon juice"", ""lemon wedge"")",4.5,4.0,515.0,40.1,14.8,125.7,92.7,10.1,1.6,0.6,28.9,4.0,
1254,Apricot and Tarragon Baby Carrots,2544,Parsley,PT12M,PT5M,PT17M,2005-08-11T20:00:00Z,Make and share this Apricot and Tarragon Baby Carrots recipe from Food.com.,Vegetable,"c(""unsalted butter"", ""salt"", ""honey"")",5.0,1.0,105.3,3.0,1.9,7.6,238.5,20.1,2.1,13.4,0.8,4.0,
1255,Pear Tuna Salad,2544,Parsley,,PT10M,PT10M,2005-08-15T19:01:00Z,I believe this comes from another recipe site.  This is really good for a light lunch or even dinner when it's hot.,Tuna,"c(""Anjou pears"", ""celery"", ""scallions"", ""walnuts"", ""lemon juice"", ""sugar"", ""solid white tuna packed in water"", ""light mayonnaise"")",5.0,1.0,581.3,34.4,4.2,58.8,624.2,36.4,8.8,20.4,37.1,4.0,
